word,related fact 
allen,"Rupp died of spinal cancer at age 76 in Lexington, Kentucky, on December 10, 1977,[31] on a night when Kentucky defeated his alma mater, Kansas, at Allen Fieldhouse in Lawrence, Kansas."
allen,"Allen Fieldhouse was dedicated on March 1, 1955 when the Jayhawks defeated in-state rival, Kansas State 77–67."
allen,Carter and 76ers star Allen Iverson both dominated in a seven-game series that see-sawed back and forth.
allen,"Other point guards who have been named NBA MVP include Bob Cousy, Oscar Robertson, Allen Iverson, Derrick Rose, and Russell Westbrook, and two-time winners Steve Nash and Stephen Curry."
allen,"As of 2022, the Jayhawks have won over 87 percent of their games in the 67-year history of Allen Fieldhouse, losing just 110 games."
allen,"Allen coached the team from 1907 to 1909, but William O. Hamilton coached from 1909 to 1919, with Allen taking over again in 1919."
allen,"Beginning in the fall term of 2016, Dartmouth placed all undergraduate students in one of six House communities, similar to residential colleges, including Allen House, East Wheelock House, North Park House, School House, South House, and West House, alongside independent Living Learning Communities."
allen,"Cabinet — Graduate School of Arts and Sciences Robert A. Millikan: Nobel laureate; measured the elementary electric charge — Graduate School of Arts and Sciences Isidor Isaac Rabi: Nobel Laureate; discovered nuclear magnetic resonance — Graduate School of Arts and Sciences Julian S. Schwinger: Nobel laureate; pioneer of quantum field theory — Columbia College, Graduate School of Arts and Sciences Milton Friedman: Nobel laureate, leading member of the Chicago school of economics — Graduate School of Arts and Sciences Simon Kuznets: Nobel laureate; invented concept of GDP; Milton Friedman's doctoral advisor — School of General Studies, Graduate School of Arts and Sciences Alan Greenspan: 13th Chair of the Federal Reserve — Graduate School of Arts and Sciences Warren Buffett: CEO of Berkshire Hathaway; one of the world's wealthiest people — Columbia Business School Herman Hollerith: inventor; co-founder of IBM – School of Engineering and Applied Sciences Robert Kraft: billionaire; owner of the New England Patriots; chairman and CEO of the Kraft Group — Columbia College Richard Rodgers: legendary Emmy, Grammy, Oscar, and Tony award-winning composer; Pulitzer Prize winner — Columbia College Langston Hughes: Harlem Renaissance poet, novelist, and playwright — School of Engineering and Applied Science Zora Neale Hurston: Harlem Renaissance author, anthropologist, and filmmaker — Barnard College, Graduate School of Arts and Sciences Allen Ginsberg: poet; founder of the Beat Generation — Columbia College Jack Kerouac: poet; founder of the Beat Generation — Columbia College Isaac Asimov: science fiction writer; biochemist — School of General Studies, Graduate School of Arts and Sciences J. D. Salinger: novelist, The Catcher in the Rye — School of General Studies Amelia Earhart: first female aviator to fly solo across the Atlantic Ocean — School of General Studies Jake Gyllenhaal: actor and film producer — Columbia College As of 2021, Columbia employs 4,381 faculty, including 70 members of the National Academy of Sciences,[343] 178 members of the American Academy of Arts and Sciences,[344] and 65 members of the National Academy of Medicine."
allen,"Allen later worked as an assistant coach in the 1952 Summer Olympics,[7] helping to lead the United States to the gold medal in Helsinki, Finland."
allen,"The Jayhawks' 55-game homecourt winning streak in Allen Fieldhouse was snapped with a loss to rival Kansas State, and they would also lose two more home games to Duke and Oklahoma."
allen,They were coached by Phog Allen and finished the season with a 28–3 record.
allen,"In addition to an NCAA Tournament National Championship, Allen won two retroactively awarded Helms Athletic Foundation National Championships for the 1922 and 1923 seasons."
allen,"Some schools do not claim Helms championships, Kansas, however, does claim them and has a banner hanging for both in Allen Fieldhouse, along with their NCAA Tournament championships."
allen,Allen and Harp are the only Jayhawk coaches to have also played at the school.
allen,Allen Fieldhouse is also notorious for its noise level as well.
allen,"Dartmouth also operates à la carte cafes around campus (Collis Café, Courtyard Café, Novack Café, The Fern Coffee & Tea Bar, Ramekin, and Café@Baker), a convenience store (Collis Market), and 3 snack bars located in the Allen House Commons (also called the “Cube”), McLaughlin Cluster, and East Wheelock Cluster."
allen,"Although they did post a 73–46 win over Kentucky, they also saw the end of their 31-game winning streak over rival Kansas State with a 59–55 loss at Allen Fieldhouse, and two nights later blew a seven-point lead in the final 45 seconds of regulation en route to an 89–86 overtime loss at Missouri."
allen,"Williams' teams went 201–17 (.922) in Allen Fieldhouse, and won 62 consecutive games in Allen from February 1994 to December 1998."
allen,The Jayhawks finished the regular season with a 29–2 record and continue to hold the Division I record for the current consecutive home winning streak at 59 straight games in Allen Fieldhouse.
allen,"In 1947, Howard Engleman coached 14 games (going 8–6) after Allen was ordered to take a rest following the 13th game of the season."
allen,"In 2004, Booz Allen Hamilton selected Dartmouth College as a model of institutional endurance ""whose record of endurance has had implications and benefits for all American organizations, both academic and commercial"", citing Dartmouth College v. Woodward and Dartmouth's successful self-reinvention in the late 19th century."
allen,"Allen coached at William Chrisman High School (then known as Independence High School) in Independence, Missouri, the University of Kansas, Baker University, Haskell Institute, and Warrensburg Teachers College in Warrensburg, Missouri."
allen,"[citation needed] Allen also created the National Association of Basketball Coaches, which went on to create the NCAA tournament."
allen,"Naismith provided Allen with a now infamous piece of wisdom: ""You can't coach basketball; you just play it."
allen,"From 1994 to 1998, the Jayhawks won 62 consecutive home games at Allen Fieldhouse, which was the longest such streak in the NCAA at the time."
allen,"Allen attended the University of Kansas, having already acquired the nickname ""Phog"" for the distinctive foghorn voice he had as a baseball umpire."
allen,Wilt Chamberlain was known to have dunked on an experimental 12-foot basket set up by Phog Allen at the University of Kansas in the 1950s.
allen,"""[3] Instead, Allen embarked on a coaching career that would lead him to be known as ""the Father of Basketball Coaching""."
allen,"When Allen became a coach himself and told him that he was going to coach basketball at Baker University in 1904, Naismith discouraged him: ""You can't coach basketball; you just play it."
allen,Allen was a legend in the field of treatment of athletic injuries and benefited a long list of high-profile performers.
allen,"In the 2008–09 season, despite losing seven of their top nine scorers and the entire starting line-up, the Jayhawks earned their 20th consecutive NCAA tournament bid after going 25–7 (14–2), winning the conference regular season title and extending their home winning streak to 41 straight at Allen Fieldhouse."
allen,The basketball court in Allen Fieldhouse is named James Naismith Court.
allen,"Allen founded the National Association of Basketball Coaches and, with Lonborg, was an early proponent of the NCAA tournament."
allen,The Charles Allen Prosser School of Technology is named in his honor.
allen,"In 1919, Karl Schlademan coached, and won, the first game of the season before relinquishing the coaching position to Allen in order to concentrate on his duties as head track coach."
allen,"As the chief executive of the most populous state in the union, Roosevelt was widely considered a potential future presidential candidate, and supporters such as William Allen White encouraged him to run for president."
allen,"Notable shooting guards include Michael Jordan, Kobe Bryant, Dwyane Wade, Manu Ginobili, James Harden, Klay Thompson, Clyde Drexler, Jerry West, George Gervin, Vince Carter and Allen Iverson."
allen,"""[15] Allen would set out to prove the adage wrong and through success and an unrivaled coaching tree has become known as the ""Father of Basketball Coaching"", having passed on his knowledge of the game to some of the most well-respected names in the history of college basketball, including National Basketball Hall of Fame coaches Adolph Rupp, Dean Smith, Dutch Lonborg and Ralph Miller (all except Lonborg were born and raised in Kansas)."
allen,"The longest tenured coach was Phog Allen at 39 seasons, while the shortest tenured coach was Larry Brown, who coached for 5 seasons."
allen,"A banner that hangs in the rafters of Allen Fieldhouse reads: ""Pay heed all who enter, beware of the Phog."""
allen,The Journal of Music Theory was founded there in 1957; Allen Forte and David Lewin were influential teachers and scholars.
allen,His final season at Kansas was the first full season the Jayhawks played at Allen Fieldhouse.
allen,This record includes a 765–110 (.874) mark at historic Allen Fieldhouse.
allen,"During his time at Kansas, Allen coached Dean Smith (1952 National Championship team) and Adolph Rupp (1922 Helms Foundation National Championship team)."
allen,"Allen was born in the town of Jamesport, Missouri."
allen,"The NBA has featured many famous players, including George Mikan, the first dominating ""big man""; ball-handling wizard Bob Cousy and defensive genius Bill Russell of the Boston Celtics; charismatic center Wilt Chamberlain, who originally played for the barnstorming Harlem Globetrotters; all-around stars Oscar Robertson and Jerry West; more recent big men Kareem Abdul-Jabbar, Shaquille O'Neal, Hakeem Olajuwon and Karl Malone; playmakers John Stockton, Isiah Thomas and Steve Nash; crowd-pleasing forwards Julius Erving and Charles Barkley; European stars Dirk Nowitzki, Pau Gasol and Tony Parker; more recent superstars LeBron James, Allen Iverson, Kobe Bryant, and Stephen Curry; and the three players who many credit with ushering the professional game to its highest level of popularity during the 1980s and 1990s: Larry Bird, Earvin ""Magic"" Johnson, and Michael Jordan."
allen,"""[142] In a political advertisement for Allen five female graduates of the United States Naval Academy had said the article helped foster an air of hostility and harassment towards females within the academy."
allen,"Lord Hall, Allen House Morton Hall, East Wheelock House Woodward Hall, North Park House Mid Massachusetts Hall, School House Topliff Hall, South House Russell Sage Hall, West House In 2006, The Princeton Review ranked Dartmouth third in its ""Quality of Life"" category, and sixth for having the ""Happiest Students""."
allen,(McLendon attended KU in the 1930s when Allen was head coach.
allen,"In addition to Allen Fieldhouse, the Jayhawks frequently play games at the nearby T-Mobile Center (formerly Sprint Center) in Kansas City, Missouri."
allen,"He wrote William Allen White, ""I wish to do everything in my power to make the Republican Party the Party of sane, constructive radicalism, just as it was under Lincoln."""
allen,"Assisting Allen during that time was his former coach and inventor of the game of basketball, James Naismith, whom Rupp also got to know well during his time in Lawrence."
allen,"Allen was forced to retire when he turned 70 in 1956, because he was getting too ""old""."
allen,"Beyond inventing the game, his next greatest basketball legacy may be his coaching tree, whose two trunks are the well-known Phog Allen and Kansas native John McLendon."
allen,"Allen was inducted into the Naismith Memorial Basketball Hall of Fame with the inaugural class of 1959.
home basketball arena at the University of Kansas, Allen Fieldhouse, was named in his honor when it opened in 1955."
allen,"If the Jayhawks are leading comfortably near the end of the game, the crowd begins a slow version of the Rock Chalk Chant, which has become the signature tradition of Allen Fieldhouse."
allen,It was home to the University of Kansas Jayhawks basketball teams until Allen Fieldhouse opened in 1955.
allen,"Allen coached KU for 39 seasons and amassed a record of 590–219, with two retroactively-awarded Helms Foundation national titles and one NCAA Tournament championship in 1952."
allen,"Allen launched his coaching career at his alma mater in 1907, but took a hiatus after graduating in 1909 to study osteopathic medicine at Central College of Osteopathy in Kansas City, Missouri."
allen,"Charles Allen Prossor, known as the father of vocational education in the United States, was from New Albany."
allen,"Allen and Self are the only coaches to win multiple National Championships of any kind, while Self is the only one to win multiple NCAA Tournament National Championships."
allen,Allen Fieldhouse is often considered one of the best home court advantages in college basketball.
allen,"Allen had recruited legendary Wilt Chamberlain to Kansas, but would not get to coach him because freshmen were not eligible to play varsity basketball in 1956."
allen,Notable past NBA players who rely heavily on the underarm finger roll are Mike Bibby and Allen Iverson.
allen,"In Lawrence, Naismith has a road named in his honor, Naismith Drive, which runs in front of Allen Fieldhouse and James Naismith Court therein are named in his honor, despite Naismith's having the worst record in school history."
allen,"Since February 3, 2007, the Jayhawks have gone 227–9 (.962) at Allen Fieldhouse, as of April 17, 2021, one of the best home record in all of basketball."
allen,"Allen began classes at the University of Kansas in 1904, where he lettered three years in basketball under James Naismith's coaching, and two years in baseball."
allen,"""[125] Governor of Massachusetts Frank G. Allen appointed John C. Hull the first Securities Director of Massachusetts."
allen,"Earlier, near the start of the tournament, Dick Vitale had been asked about Kansas' chances and commented ""If Kansas wins, I'll kiss the Jayhawk on the floor of Allen Fieldhouse."""
allen,"Since February 20, 1994, the Jayhawks have lost only 14 regular season games in Allen Fieldhouse, a 263–14 record (.951)."
allen,"His father, William Allen, was among the 30 people who originally incorporated Jameson, Missouri in 1879 and the doctor who delivered Allen lived in James."
allen,"He was a reserve on the basketball team under Hall of Fame coach Forrest ""Phog"" Allen from 1919 to 1923."
allen,"On November 4, 2010, ESPN The Magazine named Allen Fieldhouse the loudest college basketball arena in the country, reaching sustained decibel levels over 120."
called,"Following the successful resolution of commercial and fishing disputes between Virginia and Maryland at the Mount Vernon Conference in 1785, Virginia called for a trade conference between all the states, set for September 1786 in Annapolis, Maryland, with an aim toward resolving further-reaching interstate commercial antagonisms."
called,"The round after the First Four, the round of 64 played on Thursday and Friday, was called the ""second round""; the round of 32 was then called the ""third round"", consisting of games played on Saturday and Sunday."
called,"An organization called the Institute for Truth in Accounting estimated that the state government's debts exceeded its available assets by $26,300 per taxpayer as of 2011[update], ranking the state as having the 5th highest such debt burden in the nation."
called,"In 2011, the NCAA field expanded to 68 teams and the last 8 teams playing for four spots making the field into 64, which is called the first round and so on."
called,"The name of the ball varies according to whether the sport is called ""football"", ""soccer"", or ""association football""."
called,A travel can also be called via carrying or an unestablished pivot foot.
called,"The city consists of the Downtown area, called the Golden Triangle,[58] and four main areas surrounding it."
called,Major League Baseball games normally end in a tie only if the game is called off due to weather conditions.
called,"There are several communities of residence halls located throughout the campus, as well as in a separate area called Williams Village which is located approximately 1.5 miles off of the main campus."
called,Two styles of footballs have been tested by the Sports Technology Research Group of Wolfson School of Mechanical and Manufacturing Engineering in Loughborough University; these two models are called the Basic FE model and the Developed FE model of the football.
called,"The New York Times in 2020 called the WNBA ""the most socially progressive pro league."
called,Kingston is also home to the youth sail training ship called the St. Lawrence II.
called,"Alexander Francis Dunlop designed major alterations to the East Wing of McGill College (now called the Arts Building, McGill University) for Prof. Bovey and the Science Dept., 1888."
called,"The former first round is called the second round, the second round is called the third round, and the Sweet Sixteen is the same, but it is technically the fourth round in the current format, etc."
called,"Founded as a school for boys only, girls were first admitted in 1875, although to a separate division called the High School for Girls, and a new building shared by both was opened in 1878."
called,"Before the advent of modern rules of baseball, a different form was played called the Massachusetts Game."
called,"Within the English-speaking world, association football is now usually called ""football"" in Great Britain and most of Ulster in the north of Ireland, whereas people usually call it ""soccer"" in regions and countries where other codes of football are prevalent, such as Australia,[11] Canada, South Africa, most of Ireland (excluding Ulster)[12] and the United States."
called,Sports teams at the school are called Buffaloes.
called,"Some cultivars are partially freestone and clingstone, so are called semifree."
called,Another common shot is called the layup.
called,"Dartmouth alumni in academia include Stuart Kauffman and Jeffrey Weeks, both recipients of MacArthur Fellowships (commonly called ""genius grants"")."
called,"During the interwar period of the 1920s and 1930s, communist and socialist organisations in several countries, including the United States, attempted to counter what they called the ""bourgeois"" Olympics with the Workers Olympics."
called,"Yale's secret society buildings (some of which are called ""tombs"") were built both to be private yet unmistakable."
called,"This is called shooting a ""one-and-one""."
called,"These principles are an evolution of the Kampala Principles In 2002, the World Council in Oaxtepec, Morelos, in Mexico, called for a peaceful solution to the Middle East crisis."
called,"In 2013, the Main Campus and Jean Royce Hall Residents' Councils were amalgamated into one organization, called ResSoc, standing for Residence Society."
called,"1961 1966 1967 1968 1970 1974 1980 1988 1989 1995 2004
Association football, more commonly known as simply football or soccer,[a] is a team sport played between two teams of 11 players who primarily use their feet to propel the ball around a rectangular field called a pitch."
called,"On offense, he used a complicated system of passing called the ""zig-zag"" or ""figure eight"" offense."
called,")[129] The Log was once featured in Playboy Magazine for its parody of the famous periodical,[130] called ""Playmid."""
called,"Between January and April 1911, Roosevelt wrote a series of articles for The Outlook, defending what he called ""the great movement of our day, the progressive nationalist movement against special privilege, and in favor of an honest and efficient political and industrial democracy""."
called,Goaltending is also called if the block is made after the ball bounces on the backboard (NFHS excepted; the NCAA also used this rule until the 2009–10 season).
called,"Pittsburgh was incorporated as a borough on April 22, 1794, with the following Act:[24] ""Be it enacted by the Pennsylvania State Senate and Pennsylvania House of Representatives of the Commonwealth of Pennsylvania ... by the authority of the same, that the said town of Pittsburgh shall be ... erected into a borough, which shall be called the borough of Pittsburgh for ever."
called,"YMCA's parent/child programs, under the umbrella program called Y-Guides, (originally called YMCA Indian Guides, Princesses, Braves, and Maidens) have provided structured opportunities for fellowship, camping, and community-building activities (including craft-making and community service) for several generations of parents and kids in kindergarten through eighth grade."
called,"In August 2008, the government of Georgia called for a boycott of the 2014 Winter Olympics, set to be held in Sochi, Russia, in response to Russia's participation in the 2008 South Ossetia war."
called,"A pivot is the legal movement in which a player who is holding a live ball on the playing court steps once or more than once in any direction with the same foot, while the other foot, called the pivot foot, is kept at its point of contact with the floor."
called,"In 2005, Siemens AG acquired naming rights to the NABC trophy, which is now called the Siemens Trophy."
called,"Also, an official (referee) of the game may be bribed, or even bet on his own behalf, so that one or more ""close calls"" will be called in favor of the ""underdog"" rather than the team favored to win."
called,"The defensive backfield, often called the secondary, consists of cornerbacks (CB) and safeties (S)."
called,"It called for fairness for all citizens, breaking of bad trusts, regulation of railroads, and pure food and drugs."
called,If the ball touches the rim and slightly bounces over the basketball hoop it will be called as a loose ball.
called,"Please correct this: the sentence ""violations are called 'fouls'"" is erroneous Naturally, this article will have a great deal to do with the U.S. as the birthplace and continuing professional heartland of basketball."
called,"""Baseball is still called the national pastime, but football is by far the more popular sport in American society"", according to ESPN.com's Sean McAdam."
called,"This added time is called additional time in FIFA documents,[100][101] but is most commonly referred to as stoppage time or injury time, while lost time can also be used as a synonym."
called,"Domino games are similar in many respects to card games, but the generic device is instead a set of tiles called dominoes, which traditionally each have two ends, each with a given number of dots, or ""pips"", and each combination of two possible end values as it appears on a tile is unique in the set."
called,An attempt to unfairly disadvantage an opponent through certain types of physical contact is illegal and is called a personal foul.
called,He called for a ban on corporate political contributions.
called,"In addition to these three, largely latitudinally defined divisions, all of the region outside the Chicagoland area is often called ""downstate"" Illinois."
called,"Formerly called Gannett Health Services until its name change in 2016, Cornell Health offers on-campus outpatient health services with emergency services and residential treatment provided by Cayuga Medical Center."
called,"This technique, called 'sloughing', allows the defense an opportunity to double-team the center forward and possibly steal the inbound pass."
called,"On April 9, 1880, at Stoll Field, Transylvania University (then called Kentucky University) beat Centre College by the score of 13+3⁄4–0 in what is often considered the first recorded game played in the South."
called,"During this period, the Oriental Institute was founded to support and interpret archeological work in what was then called the Near East."
called,"The EuroLeague also has its own internet pay TV service, called EuroLeague TV."
called,"""[24] From 1985 to 2010, the round consisting of 64 teams and 32 games was called the ""first round"", while the round consisting of 32 teams and 16 games was called the ""second round""."
called,"The boys at the school in its early days included Thomas White,[12] George Holt Henshaw,[13] George Washington Stephens,[14] Andrew Gault, later called the Cotton King of Canada,[15] and Charles Hamilton, first Archbishop of Ottawa."
called,One type of field goal is called a slam dunk.
called,Amateurs (8) have also called Oakmont home.
called,"At the press conference to present the study, Pau Gasol called for concrete action from governments, families and the food industry to end this problem."
called,He called for American participation.
called,"Overall the Germans felt they had been unjustly dealt with by what they called the ""diktat of Versailles""."
called,"The NFL championship game is called the Super Bowl, and is among the biggest events in club sports worldwide."
called,"Down by two points to North Carolina with only seconds remaining, Webber called a time-out when Michigan had none left."
called,"As his second term progressed, Roosevelt moved to the left of his Republican Party base and called for a series of reforms, most of which Congress failed to pass."
called,An infraction of this rule is usually called traveling (or steps) as in basketball.
called,"His lifelong interest in zoology began at age seven when he saw a dead seal at a local market; after obtaining the seal's head, Roosevelt and two cousins formed what they called the ""Roosevelt Museum of Natural History""."
called,Serbia's defeat of the 1914 invasion has been called one of the major upset victories of the twentieth century.
called,"If the offense fails to start a play before the play clock reads ""00"", a delay of game foul is called on the offense."
called,"The states of Illinois, Indiana and Kentucky are particularly well known for their residents' devotion to high school basketball, commonly called Hoosier Hysteria in Indiana; the critically acclaimed film Hoosiers shows high school basketball's depth of meaning to these communities."
called,"A citizen of the United States is called an ""American""."
called,Also called a pick.
called,"He even enlisted Platt's help in securing reform, such as in the spring of 1899, when Platt pressured state senators to vote for a civil service bill that the secretary of the Civil Service Reform Association called ""superior to any civil service statute heretofore secured in America""."
called,"Indeed, in Chile the war bought an end to a period of intense scientific and cultural influence writer Eduardo de la Barra scorningly called ""the German bewitchment"" (Spanish: el embrujamiento alemán)."
called,"Its governing body, which is typically elected by direct popular vote but may be appointed by other governmental officials, is called a school board, board of trustees, board of education, school committee, or the like."
called,nectarina) – these are commonly called nectarines – has a smooth skin.
called,"On May 19, 1643, the colonies of Massachusetts Bay, Plymouth, New Haven, and Connecticut joined in a loose compact called the New England Confederation (officially ""The United Colonies of New England"")."
called,"Popular descriptions of positions include: Point guard (often called the ""1"") : usually the fastest player on the team, organizes the team's offense by controlling the ball and making sure that it gets to the right player at the right time."
called,"While this allows the leading team to shoot free throws and increase their lead, it also stops the clock, similar to a time out in football (in basketball, a time out may only be called by a team with possession of the ball)."
called,"The WNBA also has no developmental league similar to the NBA G League; Chiney Ogwumike, a vice president of the players' union, publicly called for such a league."
called,A carrying violation is called once the player's hand is below the ball's plane of 90° and the required up and down motion of the ball significantly stops.
called,Also called the charity stripe.
called,"The 11 sports which use the National Collegiate format, also called the single-division format, are women's bowling, fencing, men's gymnastics, women's gymnastics, women's ice hockey, rifle, skiing, men's indoor volleyball, women's beach volleyball, men's water polo, and women's water polo."
called,"There was an evening school called University Extension, which taught night classes, for a fee, to anyone willing to attend."
called,"Blocking fouls are easily called when the defensive player is standing in the ""restricted zone""."
called,"Also simply called a technical or abbreviated as T. Also called a three-pointer or simply a three, and abbreviated 3FG."
called,"Kendall Square in Cambridge has been called ""the most innovative square mile on the planet"", in reference to the high concentration of entrepreneurial start-ups and quality of innovation which have emerged in the vicinity of the square since 2010."
called,"The boys' High School provided elementary as well as secondary education, with a junior division called the Preparatory High School."
called,"Jean Julien Perrault (architect) designed the McTavish Street residence for Charles E. Gravel, which is now called David Thompson House (1934)."
called,"Technical fouls can be assessed against players, bench personnel, the entire team (often called a bench technical), or even the crowd."
called,"The CBS Sports Network, formerly called CSTV, serves as the national media outlet for the NAIA."
called,"The two teams agreed to play under a set of rules called the ""Concessionary Rules"", which involved Harvard conceding something to Yale's soccer and Yale conceding a great deal to Harvard's rugby."
called,"1948A graduated in June 1947; the remainder, called 1948B, a year later."
called,"A Tomahawk dunk can be performed with one or two hands, and when two hands are used, it is called a backscratcher."
called,"Following its completion, he walked in a straight line for 200 steps and called this distance a ""stadion"" (Ancient Greek: στάδιον, Latin: stadium, ""stage""), which later became a unit of distance."
called,"The British royal proclamation of 1763 designated the land west of the Appalachians for Native American use, and excluded British colonists from the area, which the Crown called ""Indian Territory""."
called,"""[54][55] Grantland Rice called them ""the most durable football team I ever saw."
called,"In its original manufactured form, a dowel is called a dowel rod."
called,President Barack Obama called the Wildcats to thank them for their relief efforts and wish them luck in their future endeavors.
called,"A team has developed digital musical instruments in the form of prosthesis, called Musical Prostheses."
called,No statutory successor has yet been called upon to act as president.
called,The Blackstone Valley running through Massachusetts and Rhode Island has been called the birthplace of America's industrial revolution.
called,"During a period known as the Beaver Wars, 1640–1680, another Algonquian tribe called the Maumee, or Mascouten was chased out of southern Michigan."
called,"CampusNetwork, an on-campus social networking site called Campus Network that preceded Facebook, was created and popularized by Columbia engineering student Adam Goldberg in 2003."
called,"Although it could easily have been called ""rugby"" at this point, Harvard, one of the primary proponents of the rugby-style game, compromised and did not request the name of the sport be changed to ""rugby""."
called,"The other three states officially called ""commonwealths"" are Massachusetts, Pennsylvania, and Virginia."
called,Also called the strong side.
called,"Four years together by the bay where Severn joins the tide, And by the service called away we scatter far and wide."
called,An attempt to score in this way is called a shot.
called,"In FIBA and NCAA women's basketball, a foul resulting in ejection is called a disqualifying foul, while in leagues other than the NBA, such a foul is referred to as flagrant."
called,"It is located in the Illinois portion of Greater St. Louis (often called the Metro-East area), which has a rapidly growing population of over 700,000."
called,"The act specified that single men aged 18 to 40 years old were liable to be called up for military service unless they were widowed, with children, or ministers of a religion."
called,"Dartmouth also operates à la carte cafes around campus (Collis Café, Courtyard Café, Novack Café, The Fern Coffee & Tea Bar, Ramekin, and Café@Baker), a convenience store (Collis Market), and 3 snack bars located in the Allen House Commons (also called the “Cube”), McLaughlin Cluster, and East Wheelock Cluster."
called,"Instead, starting in 1928, the Soviets organised an international sports event called Spartakiads."
called,"It was voted that the officers constitute a committee to provide uniform suits in which to play what was called ""association football""."
called,"Finally, a FIBA.com PDF linked from the FIBA.com history section that documents the championships from 1950 to 2002 also has a medal table that included tournaments from 1950 to 1998, which also separated pre-breakup Yugoslavia, called as ""Yusgoslavia"" [sic] from the post-breakup Yugoslavia, called as ""Serbia and Montenegro"", and ranked the teams by the number of total medals."
called,Also called a slam dunk.
called,"The Chicago Daily Tribune called it ""the first rugby-football game to be played west of the Alleghenies."
called,Also called a jumper.
called,This is called a no-look pass.
called,Also called the end line.
called,"Most of the fouls were called for running with the ball, though tackling the man with the ball was not uncommon."
called,"In the fall term, Homecoming (officially called Dartmouth Night) is marked by a bonfire on the Green constructed by the freshman class."
called,"In 2001, an affiliated minor league, the National Basketball Development League, now called the NBA G League, was created."
called,"For most teams today, the shooting guard and small forward have very similar responsibilities and are often called the wings, as do the power forward and center, who are often called post players."
called,"It has also been called a tournament to see who the ""69th best team"" in the country is (since there are now 68 teams in the NCAA Tournament)."
called,"In the late 1990s and early 2000s, many international matches tried to reduce this by employing the golden goal (also called ""sudden death"") or silver goal rules (the game ending if a team has the lead after the first 15-minute period of extra time), but competitions have not retained these."
called,"The association bylaws called for teams to pay a US$100 entry fee, but no one ever did."
called,"The Harvard students responded by going into mourning for a mock figure called ""Football Fightum"", for whom they conducted funeral rites."
called,"The university is also home to three secret honor societies called Sphinx Head,[217] Der Hexenkreis and Quill and Dagger[218][219] that have maintained a presence on campus for well over 120 years."
called,"People associated with the university are called ""Cornellians""."
called,"In basketball, an illegal dribble (colloquially called a double dribble or dribbling violation) occurs when a player ends their dribble by catching or causing the ball to come to rest in one or both hands and then dribbles it again with one hand or when a player touches it before the ball hits the ground."
called,"Wags called the school ""Porter's Dancing Academy."""
called,"Records indicate that the first head coach of the Wildcats was W. W. H. Mustaine, who in 1903 called together some students, took up a collection totaling $3 for a ball, and told the students to start playing."
called,"Influenced by Alfred Thayer Mahan, Roosevelt called for a build-up in the country's naval strength, particularly the construction of battleships."
called,"In what has been called the greatest game ever played,[5] Game 5 of the 1976 NBA Finals between the Phoenix Suns and Boston Celtics, the Suns found themselves one point down with one second left in double overtime, no time-outs remaining and possession of the ball under their defensive basket after a John Havlicek bucket."
called,A blatant foul involving physical contact that is either excessive or unnecessary is called an intentional foul (flagrant foul in the NBA).
called,"The BCS system was slightly adjusted in 2006, as the NCAA added a fifth game to the series, called the National Championship Game."
called,"In association football knockout competitions or competition stages, teams play an extra 30 minutes, called extra time, when the deciding leg (or replay of a tie) has not produced a winner by the end of normal or full-time."
called,"A massive undertaking to bring I-93 underground in downtown Boston, called the Big Dig, brought the city's highway system under public scrutiny for its high cost and construction quality."
called,"They are commonly called ""youngsters."""
called,"FIBA rules call for ejection when a coach draws two technicals, or a third is called on the bench."
called,"A graduate student group, At What Cost?, formed at Cornell in August 2002 to oppose a graduate student unionization drive run by an organization called CASE/UAW that was affiliated with the United Auto Workers."
called,"Also called The W.
The modern Olympic Games or Olympics (French: Jeux olympiques)[a][1] are the leading international sporting events featuring summer and winter sports competitions in which thousands of athletes from around the world participate in a variety of competitions."
called,"In Germany (as well as Austria and Switzerland) YMCA is called CVJM, which stands for Christlicher Verein junger Menschen (Christian Association of Young People)."
called,"Dartmouth played its own version called ""Old division football"", the rules of which were first published in 1871, though the game dates to at least the 1830s."
called,"Many soldiers returned with severe trauma, suffering from shell shock (also called neurasthenia, a condition related to post-traumatic stress disorder)."
called,"They are still called the 2020 Summer Paralympics, even with the change in scheduling to one year later."
called,Coin toss is called by the visiting team; winner of the toss can choose to possess the ball first or defend.
called,"The Pittsburgh English dialect, commonly called Pittsburghese, was influenced by Scots-Irish, German, and Eastern European immigrants and African Americans."
called,"This outpost, called Fort Cataraqui, and later Fort Frontenac, became a focus for settlement."
called,"Chinese Taipei was listed not to have participated in the World Cup, indeed its first participation in any FIBA tournament started in 1986;[25] a team called ""Taiwan"" participated from 1960 to 1973,[26] and a ""Formosa"" team joined from 1954 to 1959."
called,"The French were the first Europeans to arrive, settling near the Mississippi River in the 17th century, in the region they called Illinois Country, as part of the sprawling colony of New France."
called,"On March 15, 2021, an announcement was made that the WNBA would introduce a ceremonial logo, basketball, and uniforms as part of its 25th anniversary celebratory campaign called 'Count It'."
called,"During the summers, the RMC campus in Kingston plays host to a Royal Canadian Sea Cadets camp called HMCS Ontario, which provides sail training along with much other training to youth from across Canada."
called,"The NCAA had called the sport ""sand volleyball"" until June 23, 2015, when it announced that it would use the internationally recognized name of ""beach volleyball""."
